1.5545	Most refugees were women, children, elderly, or disabled.	大多数难民是妇女、儿童、老人或残疾人。
1.0077	Several history professors have penned an open letter that strongly opposed China's support for "Russia's war against Ukraine" but their post was quickly deleted by censors, while a celebrity who criticized Russia over the invasion had her account suspended.	中国政府的情报也饱受民众批评，俄军开始轰炸并攻入城市的同日，中方尚未从该国进行安全撤侨行动，导致大批公民受困战场，中国驻乌克兰大使馆在微信公众号上紧急表示中国公民可在车身明显处贴上中国国旗。
1.0076	Ukraine rejected his proposal to give up Crimea in exchange for peace.	乌克兰才愿意接受中国作为俄乌和谈的调解人。
1.0075	Peter Dickinson of the Atlantic Council suggested the real reason Putin opposes NATO is because it "prevents him from bullying Russia's neighbors".	立陶宛就中国大使质疑后苏联国家主权表示，这就是波罗的海国家不信任中国是解决乌克兰战争调解人的原因。
1.0066	On 11 April, the Chancellor of Austria, Karl Nehammer, visited and spoke with Putin in Moscow in 'very direct, open and hard' talks which were skeptical of the short-term peaceful resolution of the invasion.	3月25日，纽西兰外交部长娜奈娅·马胡塔对北京进行为期4天的访问时会见中国外长秦刚，并向后者表达对于中国为支持俄罗斯对乌克兰的战争而提供的任何致命援助表示担忧。
1.0065	Ukraine's National Security and Defence Council reported that convoys were arriving almost daily in November (up to 9 convoys on 30 November) and that their contents were mainly arms and ammunition.	法国国际广播电台转述乌克兰媒体称，俄财长10月16日承认“（我们的）无人机大部分都来自中华人民共和国”。
1.0065	Ukraine is not a NATO member, but Putin claimed that Ukraine is under NATO control.	俄罗斯首席谈判代表表示俄罗斯不反对乌克兰加入欧盟。
1.0063	Ukraine's Interior Minister Arsen Avakov said the following day that the explosion had been caused by a bomb.	俄罗斯国防部副部长亚历山大·福明；
1.0062	The Russian warship identified itself and instructed the Ukrainians on the island to surrender.	俄国正规军随即秘密越境参战击败乌军，维持傀儡政权。
1.0060	Video footage released by Ukraine's security services appeared to show the drone striking the ship, with another video showing the ship seemingly listing to one side.	根据乌克兰当局的说法，一些尸体的双手被反绑在背后，并显示出遭受酷刑的迹象。
1.0059	According to people close to China's top decision-makers, had they known about Russia's intention to leak Li's comments, his "choice of words would have been more careful to prevent China from being seen as an accomplice to Russia".In November 2022, during the 2022 G20 Bali summit, China objected to calling the 2022 Russian invasion of Ukraine a "war".	4月2日，法新社报道称，对于欧盟警告中国对俄罗斯的支持会损害中欧经济关系，中国外交部门欧盟事务负责人王鲁彤则表示“我们没有做任何事情来故意规避对俄罗斯的制裁”，同时认为2022年俄罗斯入侵乌克兰是“俄罗斯作出的独立决定”。
1.0059	Putin's claims were dismissed by the international community, and Russian claims of genocide were rejected as baseless.	在得知导弹杀死了平民之后，早先的报道被删除，俄罗斯政府否认对这次袭击负责。
1.0058	Russia reaffirmed this assurance in 2009.	就俄方重申致力于尽快重启和谈，中方对此表示赞赏。
1.0055	European Commission president Ursula von der Leyen announced an EU-wide ban of Russian state-sponsored RT and Sputnik news channels on 27 February, after Poland and Estonia had done so days before.	2022年2月27日，欧盟宣布从28日起禁止所有俄罗斯注册、俄罗斯人拥有或由俄罗斯控制的飞机飞越欧盟领空或欧盟区内升降。
1.0052	Crimea attacks	克列缅丘格购物中心火箭弹袭击事件
1.0051	"Civilians are not being targeted" The United Nations estimated that as of July 24, the war has killed or injured more than 12,000 civilians	中国常驻联合国代表张军表示，根据国际人道法，平民在武装冲突中应免遭任何形式的暴力，针对平民的袭击不可接受，也不应该发生。
1.0050	The ministry didnot comment on the alleged leak, but reposted "War on Fakes", a Telegram channel.	而有关马里乌波尔爆炸案的虚假宣传活动在俄罗斯Telegram上流行起来，并在俄罗斯驻英国大使馆的推文中重复出现。
1.0050	In early August 2014, the German DAX was down by 6 percent for the year, and 11 percent since June, over concerns Russia, Germany's 13th biggest trade partner, would retaliate against sanctions.	同年7月，韩国为应付主要来自朝鲜，以及俄罗斯在对乌克兰的网络攻击为例，成为北约下属的网络防御卓越中心在亚洲的首位成员国。
1.0049	On 18 April, with Mariupol almost entirely overtaken by Russian forces, the Ukrainian government announced that the second phase of the reinforced invasion of the Donetsk, Luhansk and Kharkiv regions had intensified with expanded invasion forces occupying of the Donbas.	18世纪末俄罗斯帝国叶卡捷琳娜二世占领这一区域以来，该地俄罗斯化较深，居民多以俄语为母语，形成乡村多为乌克兰族，城市多为俄罗斯族的情况。
1.0047	Kiev sought more arms from the West to sustain the counteroffensive.	SWIFT的武器化将为CIPS的发展提供更大的动力，这反过来又会削弱SWIFT以及西方对国际金融的控制。
1.0047	This settlement would have ended hostilities in exchange for guarantees that Ukraine would not join NATO; however, Putin rejected it as his aims had shifted to annexation.	他表示，鉴于中国在昨天的联合国大会上也对乌克兰和平方案投了弃权票，这具体暗示北京想要配合俄罗斯所谓的谈判。
1.0046	Other Russian claims	谎称中华人民共和国对俄罗斯提供各种各样的支持
1.0045	Unfortunately, NATO believes it is at war with Russia".	中国不应该支持俄罗斯的非法战争”。
1.0041	Unlike Ukraine, Putin said that Finland joining NATO was not a threat, "but the expansion of military infrastructure into this territory would certainly provoke our response".Shortly before his death in a plane crash, Russian oligarch Yevgeny Prigozhin accused the Russian military leadership of lying about NATO aggression to justify the invasion.	普京在5月16日称“芬兰、瑞典加入北约不对俄构成直接威胁”。
1.0041	The Institute for the Study of War (ISW) said it believed Kupiansk would likely fall in the next 72 hours, while Russian reserve units were sent to the area by both road and helicopter.	俄罗斯联邦紧急情况部称，按计划，将把乌东平民送往罗斯托夫州8个地区以及1个市区的临时安置点，上述设施可容纳超70万人。
1.0040	After expending large amounts of heavy weapons and munitions over months, the Russian Federation received combat drones, loitering munitions, and large amounts of artillery and from Iran, deliveries of tanks and other armoured vehicles from Belarus, and reportedly planned to trade for artillery ammunition from North Korea and ballistic missiles from Iran.	3月16日，美国及北约已交付数个地对空导弹给乌克兰协助防空，包括苏联时代的SA-8、SA-10、SA-12和SA-14便携式防空导弹，这批防空导弹射程比之前提供的刺针导弹更高，能够击中俄军的巡航导弹。
1.0040	Around 200 prisoners were exchanged on 29 December 2019.	2月9日，该账户报告了延迟支付员工工资的情况。
1.0036	Meetings with foreign leaders ===	6月22日，泽连斯基与非洲联盟交谈时，只有4名国家元首听取了意见，其他国家则由下属或官员代表出席。
1.0036	They were repelled by Ukrainian forces.	在很短时间内，乌克兰海军退出战斗序列、乌空军的基础设施瘫痪、防空力量被完全压制、乌克兰国民卫队司令部被摧毁。
1.0033	On 22 May, the BBC reported that after the fall of Mariupol, Russia had intensified offensives in Luhansk and Donetsk while concentrating missile attacks and intense artillery fire on Sievierodonetsk, the largest city under Ukrainian control in Luhansk province.	2023年3月22日，泽连斯基在推特批击俄罗斯使用20多架伊朗制无人机、导弹和无数炮击轰炸基辅以南的一个小镇和第聂伯罗地区，造成3死7伤。
1.0031	In an article for the Russian state-owned Argumenty i Fakty newspaper, he identified the Chabad-Lubavitch Hasidic Jewish movement as one of the "hundreds of neo-pagan cults" operating in Ukraine.	8月11日，拉脱维亚议会通过一份声明，宣布俄罗斯为“恐怖主义的国家支持者”，并称其在乌克兰的行动构成是对乌克兰人民的种族灭绝。
1.0031	On 29 March, Estonian Prime Minister, Kaja Kallas, indicated in agreement with French minister Le Drian that any Russian offers of peaceful negotiation about Ukraine, or withdrawal from Kyiv, should be regarded with diplomatic skepticism, based on a history of Russian unreliability in similar peace negotiations with other countries.	4月22日，波罗的海3国外交部长就中国驻法大使卢沙野在法国LCI电视节目上，否定从前苏联解体国家的主权地位、克里米亚不属于乌克兰等观点向中国提出正式抗议。
1.0029	Russian forces benefited from the centralization of command under Dvornikov, but continued failures to meet expectations in Moscow led to multiple changes in overall command:	他说，瓦格纳已融入整个系统，完全服从俄罗斯的利益，但向绍伊古报告，会破坏其高效的指挥结构。
